date,city,temp,rain,humidity,wind,pm25,event,population,heat_stress_cases,flood_injuries,resp_issues,vector_diseases,waterborne_diseases,mental_health_cases,emergency_calls,beds_needed,staff_needed,icu_needed,ventilators_needed,ambulances_needed,economic_cost,energy_usage,water_usage,waste_generated,high_heat_risk,high_flood_risk,high_resp_risk,high_vector_risk,high_waterborne_risk,health_tips,sustainability_tips
2023-01-04,Pune,21.7,19.5,52.2,5.6,73.6,None,3.1,0.0,0.0,0.4,1.0,0.0,0.0,0.3,10,6,2,1,1,12087,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-04,Jaipur,21.8,0.0,38.6,8.2,101.0,None,3.0,0.0,0.0,0.6,0.7,0.0,0.0,0.4,10,6,2,1,1,10189,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-04,Lucknow,19.7,19.0,49.4,5.1,111.0,None,2.8,0.0,0.0,0.7,0.9,0.0,0.0,0.5,10,6,2,1,1,12725,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-05,Delhi,19.2,0.0,41.9,7.3,138.7,None,16.8,0.0,0.0,4.5,5.7,0.0,0.0,3.4,10,6,2,1,1,84350,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-05,Mumbai,24.0,146.9,55.1,5.2,94.5,None,12.5,0.0,4.6,2.5,7.5,6.6,15.2,9.0,10,6,2,1,1,184021,150,3000,20,0,1,0,0,1,Avoid flooded areas and boil drinking water,Harvest rainwater for non-drinking purposes
2023-01-05,Kolkata,20.3,107.7,68.4,6.1,110.6,None,4.5,0.0,1.1,0.9,1.7,2.5,9.9,1.7,10,6,2,1,1,61102,150,3000,20,0,1,1,0,1,Avoid flooded areas and boil drinking water|Wear masks outdoors and use air purifiers indoors,Harvest rainwater for non-drinking purposes|Reduce generator use and switch to clean energy sources
2023-01-05,Chennai,22.7,64.7,55.5,9.9,82.6,None,4.6,0.0,0.4,1.1,1.9,1.2,0.0,1.5,10,6,2,1,1,33613,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-05,Bangalore,17.6,21.3,54.5,7.1,70.6,None,8.4,0.0,0.0,1.3,1.9,0.0,0.0,1.1,10,6,2,1,1,27038,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-05,Hyderabad,21.2,27.2,46.8,7.4,85.6,None,6.8,0.0,0.0,1.2,1.5,0.0,0.0,0.8,10,6,2,1,1,22480,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-05,Ahmedabad,24.4,0.0,42.8,8.9,93.7,None,5.6,0.0,0.0,1.3,1.2,0.0,0.0,0.7,10,6,2,1,1,19425,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-05,Pune,21.4,7.2,54.9,2.2,77.3,None,3.1,0.0,0.0,0.4,0.7,0.0,0.0,0.3,10,6,2,1,1,9007,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-05,Jaipur,21.9,0.0,33.9,5.7,115.8,None,3.0,0.0,0.0,0.6,0.7,0.0,0.0,0.4,10,6,2,1,1,10991,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-05,Lucknow,22.8,7.2,46.3,6.1,127.1,None,2.8,0.0,0.0,0.8,0.8,0.0,0.0,0.5,10,6,2,1,1,13382,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-06,Delhi,19.9,0.0,35.7,2.4,121.9,None,16.8,0.0,0.0,4.8,3.8,0.0,0.0,2.0,10,6,2,1,1,67113,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-06,Mumbai,22.5,144.1,61.4,5.7,98.6,None,12.5,0.0,6.2,1.0,7.9,8.5,21.6,12.4,10,6,2,1,1,211325,150,3000,20,0,1,0,0,1,Avoid flooded areas and boil drinking water,Harvest rainwater for non-drinking purposes
2023-01-06,Kolkata,19.8,97.4,65.9,8.6,113.3,None,4.5,0.0,0.9,0.8,1.8,2.0,0.0,2.1,10,6,2,1,1,38087,150,3000,20,0,0,1,0,1,Wear masks outdoors and use air purifiers indoors,Harvest rainwater for non-drinking purposes|Reduce generator use and switch to clean energy sources
2023-01-06,Chennai,23.2,76.4,59.2,8.5,86.4,None,4.6,0.0,0.5,0.6,2.5,1.1,0.0,1.3,10,6,2,1,1,36601,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-06,Bangalore,19.8,24.2,57.0,4.3,60.4,None,8.4,0.0,0.0,1.0,2.9,0.0,0.0,1.1,10,6,2,1,1,35201,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-06,Hyderabad,20.3,18.8,45.2,4.4,92.3,None,6.8,0.0,0.0,1.2,1.9,0.0,0.0,0.6,10,6,2,1,1,25936,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-06,Ahmedabad,21.2,0.0,42.4,8.1,104.1,None,5.6,0.0,0.0,1.1,1.1,0.0,0.0,0.6,10,6,2,1,1,17082,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-06,Pune,21.8,9.7,51.9,7.4,86.0,None,3.1,0.0,0.0,0.5,0.8,0.0,0.0,0.5,10,6,2,1,1,11132,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-06,Jaipur,22.8,0.0,39.4,10.3,104.6,None,3.0,0.0,0.0,0.6,0.5,0.0,0.0,0.4,10,6,2,1,1,8788,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-06,Lucknow,22.0,11.5,48.1,3.6,124.1,None,2.8,0.0,0.0,0.3,0.7,0.0,0.0,0.4,10,6,2,1,1,8715,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-07,Delhi,18.6,0.0,42.6,7.6,131.9,None,16.8,0.0,0.0,3.4,3.5,0.0,0.0,2.1,10,6,2,1,1,55089,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-07,Mumbai,20.7,153.8,60.6,7.4,98.8,None,12.5,0.0,6.6,2.3,8.9,6.6,19.9,4.9,10,6,2,1,1,221705,150,3000,20,0,1,0,0,1,Avoid flooded areas and boil drinking water,Harvest rainwater for non-drinking purposes
2023-01-07,Kolkata,21.7,90.9,62.4,9.0,105.5,None,4.5,0.0,0.8,1.1,1.7,1.6,0.0,1.6,10,6,2,1,1,36059,150,3000,20,0,0,1,0,1,Wear masks outdoors and use air purifiers indoors,Harvest rainwater for non-drinking purposes|Reduce generator use and switch to clean energy sources
2023-01-07,Chennai,24.4,79.3,61.2,7.3,82.1,None,4.6,0.0,0.7,0.8,2.0,0.9,0.0,1.1,10,6,2,1,1,34191,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-07,Bangalore,19.8,29.1,55.5,3.8,61.2,None,8.4,0.0,0.0,1.3,2.2,0.0,0.0,0.9,10,6,2,1,1,29362,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-07,Hyderabad,19.3,18.3,47.7,3.4,86.9,None,6.8,0.0,0.0,1.3,2.0,0.0,0.0,1.1,10,6,2,1,1,28208,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-07,Ahmedabad,22.8,0.0,44.7,7.3,103.2,None,5.6,0.0,0.0,1.5,1.2,0.0,0.0,0.9,10,6,2,1,1,20581,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-07,Pune,18.2,6.4,53.9,7.9,70.7,None,3.1,0.0,0.0,0.4,0.8,0.0,0.0,0.4,10,6,2,1,1,10345,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-07,Jaipur,23.1,0.0,31.7,5.4,101.0,None,3.0,0.0,0.0,0.7,0.6,0.0,0.0,0.4,10,6,2,1,1,10039,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-07,Lucknow,21.1,6.5,43.9,4.3,120.0,None,2.8,0.0,0.0,0.8,0.7,0.0,0.0,0.4,10,6,2,1,1,11155,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-08,Delhi,19.1,0.0,39.1,4.2,122.8,None,16.8,0.0,0.0,4.8,2.4,0.0,0.0,3.2,10,6,2,1,1,52658,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-08,Mumbai,20.0,158.4,56.4,9.5,95.9,None,12.5,0.0,5.1,2.0,7.0,8.5,14.3,6.1,10,6,2,1,1,185303,150,3000,20,0,1,0,0,1,Avoid flooded areas and boil drinking water,Harvest rainwater for non-drinking purposes
2023-01-08,Kolkata,22.3,105.3,62.5,6.6,113.6,None,4.5,0.0,1.2,1.1,2.5,2.0,6.0,1.8,10,6,2,1,1,61228,150,3000,20,0,1,1,0,1,Avoid flooded areas and boil drinking water|Wear masks outdoors and use air purifiers indoors,Harvest rainwater for non-drinking purposes|Reduce generator use and switch to clean energy sources
2023-01-08,Chennai,26.0,74.7,55.3,9.3,85.5,None,4.6,0.0,0.7,1.1,3.1,1.5,0.0,2.3,10,6,2,1,1,48880,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-08,Bangalore,18.1,32.4,51.5,3.5,69.8,None,8.4,0.0,0.0,1.0,2.7,1.2,0.0,1.7,10,6,2,1,1,37661,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-08,Hyderabad,21.0,16.2,46.7,7.1,92.7,None,6.8,0.0,0.0,0.7,2.4,0.0,0.0,0.7,10,6,2,1,1,28684,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-08,Ahmedabad,23.9,1.2,49.9,9.5,102.4,None,5.6,0.0,0.0,0.8,1.8,0.0,0.0,1.0,10,6,2,1,1,23216,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-08,Pune,21.0,5.9,46.2,3.5,88.6,None,3.1,0.0,0.0,0.6,0.9,0.0,0.0,0.3,10,6,2,1,1,12490,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-08,Jaipur,21.8,0.0,32.6,10.7,113.1,None,3.0,0.0,0.0,0.4,0.8,0.0,0.0,0.4,10,6,2,1,1,10550,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-08,Lucknow,21.5,18.5,42.8,3.5,127.0,None,2.8,0.0,0.0,0.7,0.9,0.0,0.0,0.4,10,6,2,1,1,12622,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-09,Delhi,19.3,0.0,44.1,6.0,129.9,None,16.8,0.0,0.0,5.4,5.7,0.0,0.0,3.7,10,6,2,1,1,89237,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-09,Mumbai,21.3,157.6,57.5,8.6,80.8,None,12.5,0.0,6.3,1.6,5.9,7.8,13.7,7.1,10,6,2,1,1,177466,150,3000,20,0,1,0,0,1,Avoid flooded areas and boil drinking water,Harvest rainwater for non-drinking purposes
2023-01-09,Kolkata,19.7,90.4,63.5,4.3,101.8,None,4.5,0.0,0.8,0.7,2.0,0.9,0.0,1.6,10,6,2,1,1,34822,150,3000,20,0,0,1,0,1,Wear masks outdoors and use air purifiers indoors,Harvest rainwater for non-drinking purposes|Reduce generator use and switch to clean energy sources
2023-01-09,Chennai,24.8,66.9,60.8,9.6,75.4,None,4.6,0.0,0.4,0.5,2.4,1.0,0.0,1.3,10,6,2,1,1,34083,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-09,Bangalore,19.2,34.8,54.5,5.3,65.2,None,8.4,0.0,0.0,1.2,2.5,1.1,0.0,0.9,10,6,2,1,1,36593,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-09,Hyderabad,22.3,17.3,50.5,4.1,76.5,None,6.8,0.0,0.0,0.9,3.1,0.0,0.0,1.3,10,6,2,1,1,36685,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-09,Ahmedabad,22.9,0.0,41.0,7.3,107.6,None,5.6,0.0,0.0,0.9,1.3,0.0,0.0,0.7,10,6,2,1,1,18307,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-09,Pune,20.2,4.7,50.1,5.0,81.7,None,3.1,0.0,0.0,0.4,0.9,0.0,0.0,0.4,10,6,2,1,1,11042,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-09,Jaipur,20.6,0.0,38.7,6.2,110.5,None,3.0,0.0,0.0,0.7,1.0,0.0,0.0,0.4,10,6,2,1,1,13965,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-09,Lucknow,21.8,1.0,49.6,4.5,128.6,None,2.8,0.0,0.0,0.9,0.6,0.0,0.0,0.4,10,6,2,1,1,11921,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-10,Delhi,21.5,0.0,42.6,6.9,121.7,None,16.8,0.0,0.0,3.5,5.2,0.0,0.0,3.8,10,6,2,1,1,73007,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-10,Mumbai,20.6,151.8,59.6,5.2,94.3,None,12.5,0.0,7.3,2.8,7.4,9.6,18.5,6.4,10,6,2,1,1,225261,150,3000,20,0,1,0,0,1,Avoid flooded areas and boil drinking water,Harvest rainwater for non-drinking purposes
2023-01-10,Kolkata,20.6,92.0,60.4,4.9,107.4,None,4.5,0.0,1.1,0.8,2.5,1.7,0.0,1.3,10,6,2,1,1,44792,150,3000,20,0,0,1,0,1,Wear masks outdoors and use air purifiers indoors,Harvest rainwater for non-drinking purposes|Reduce generator use and switch to clean energy sources
2023-01-10,Chennai,22.3,67.2,57.8,7.6,80.9,None,4.6,0.0,0.3,1.1,2.6,1.2,0.0,1.8,10,6,2,1,1,39900,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-10,Bangalore,19.1,35.2,57.2,6.2,62.0,None,8.4,0.0,0.0,1.0,2.7,1.0,0.0,0.9,10,6,2,1,1,37073,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-10,Hyderabad,19.7,12.7,51.2,4.9,88.8,None,6.8,0.0,0.0,1.1,1.5,0.0,0.0,0.8,10,6,2,1,1,21137,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-10,Ahmedabad,23.9,4.0,43.8,8.7,96.8,None,5.6,0.0,0.0,1.1,1.7,0.0,0.0,1.1,10,6,2,1,1,23178,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-10,Pune,18.1,14.5,49.8,2.4,71.0,None,3.1,0.0,0.0,0.4,0.6,0.0,0.0,0.2,10,6,2,1,1,7971,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-10,Jaipur,20.4,0.0,37.6,6.0,102.7,None,3.0,0.0,0.0,0.7,0.6,0.0,0.0,0.5,10,6,2,1,1,10865,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-10,Lucknow,22.9,13.8,48.6,5.3,112.6,None,2.8,0.0,0.0,0.7,0.6,0.0,0.0,0.4,10,6,2,1,1,9799,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-11,Delhi,21.6,0.0,43.1,4.9,136.8,None,16.8,0.0,0.0,3.8,4.9,0.0,0.0,2.7,10,6,2,1,1,71927,150,3000,20,0,0,1,0,0,Wear masks outdoors and use air purifiers indoors,Reduce generator use and switch to clean energy sources
2023-01-11,Mumbai,22.7,157.0,60.1,5.7,87.3,None,12.5,0.0,7.3,2.8,7.6,9.8,11.8,8.5,10,6,2,1,1,214927,150,3000,20,0,1,0,0,1,Avoid flooded areas and boil drinking water,Harvest rainwater for non-drinking purposes
2023-01-11,Kolkata,22.8,97.1,69.9,7.3,116.6,None,4.5,0.0,1.0,1.1,2.2,1.6,0.0,2.1,10,6,2,1,1,43151,150,3000,20,0,0,1,0,1,Wear masks outdoors and use air purifiers indoors,Harvest rainwater for non-drinking purposes|Reduce generator use and switch to clean energy sources
2023-01-11,Chennai,22.9,78.0,55.4,7.2,84.8,None,4.6,0.0,0.8,0.9,1.5,1.3,0.0,1.2,10,6,2,1,1,31378,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-11,Bangalore,17.1,24.7,55.8,4.7,70.6,None,8.4,0.0,0.0,1.2,1.7,0.0,0.0,1.0,10,6,2,1,1,24140,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-11,Hyderabad,20.8,28.7,49.5,7.1,89.4,None,6.8,0.0,0.0,1.0,1.9,0.0,0.0,0.7,10,6,2,1,1,25055,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
2023-01-11,Ahmedabad,24.1,8.4,45.8,5.5,95.0,None,5.6,0.0,0.0,0.8,1.6,0.0,0.0,0.8,10,6,2,1,1,20734,150,3000,20,0,0,0,0,0,No special precautions needed,Standard practices apply
